Customer_ID,Customer_Name,Age,Gender,Annual_Income,Spending_Score,Marital_Status,Product_Category,Years_as_Customer,Number_of_Transactions,Average_Transaction_Amount,Loyalty_Card,Discount_Avail,Preferred_Shopping_Channel,Customer_Segment
8629,Tammy Moore,39,1,79607,34,0,Electronics,5,80,729.56,1,1,Online,1
8630,Travis Chavez,40,1,52887,15,1,Home,9,5,561.38,1,1,In-Store,1
8631,Joshua Chavez,26,1,98868,35,0,Groceries,3,34,315.36,0,0,In-Store,0
8632,Monica Miller,36,0,58838,14,1,Clothing,19,44,307.18,1,1,In-Store,1
8633,Erika Ruiz,37,1,51918,46,1,Sports,10,49,372.9,0,0,In-Store,2
8634,Edward Brock,69,0,110196,16,1,Home,10,62,934.85,1,1,In-Store,0
8635,Theresa Walsh,65,1,97633,72,1,Groceries,4,61,491.67,0,1,In-Store,1
8636,Janice Townsend,53,1,81269,2,1,Groceries,7,87,471.55,0,0,Online,0
8637,Kimberly Taylor,55,0,133912,15,0,Electronics,5,55,590.48,0,0,In-Store,2
8638,Henry Smith,60,0,59883,16,1,Sports,4,12,76.88,0,1,Online,2
8639,Donald Wilson,64,0,133497,24,1,Clothing,9,93,728.39,1,0,In-Store,1
8640,Wayne Jones,67,1,33126,74,0,Clothing,1,2,860.01,1,1,Online,2
8641,Jessica Roth,61,0,133871,99,1,Home,3,34,236.31,0,1,In-Store,2
8642,Dr. Stacy Alexander DDS,68,0,68075,43,1,Electronics,4,30,400.6,1,1,In-Store,2
8643,Ryan Horton,49,0,67818,13,0,Sports,17,51,370.38,1,1,Online,0
8644,Kayla Murray,20,1,41080,84,0,Home,7,52,413.78,0,1,Online,1
8645,Tracy Small,61,1,124702,95,0,Sports,2,59,278.82,1,1,In-Store,2
8646,Christopher Russell,51,0,133482,70,0,Sports,3,44,997.39,1,1,In-Store,2
8647,Shane Graham,64,0,142306,23,1,Groceries,19,83,31.29,0,1,In-Store,2
8648,Michael King,44,0,75507,70,1,Home,16,50,708.43,0,1,Online,0
8649,Robert Graham,51,0,26465,14,1,Groceries,8,64,850.98,0,1,Online,0
8650,Carmen Nguyen,59,0,22178,98,1,Sports,15,54,909.84,1,0,In-Store,2
8651,Joshua Vasquez,46,1,137772,47,1,Electronics,11,95,297.65,0,0,Online,1
8652,Lee Costa,44,0,66701,45,0,Clothing,5,3,118.4,0,1,In-Store,1
8653,Jennifer Johnson,44,0,127511,77,0,Groceries,15,47,169.73,1,1,In-Store,1
8654,Rebecca Willis,24,1,64118,39,1,Electronics,5,65,818.87,0,0,In-Store,1
8655,Christopher Sanchez,53,0,21748,66,0,Home,16,34,798.48,0,0,Online,1
8656,Cindy Stevenson,56,0,141078,90,0,Clothing,3,78,546.52,1,0,In-Store,0
8657,Kathleen Sanchez,38,0,41417,47,1,Home,1,11,422.63,0,0,Online,1
8658,Holly Keller,29,1,32646,58,1,Clothing,14,42,402.2,0,1,Online,0
8659,Victoria Neal,45,1,127938,77,1,Electronics,12,45,310.82,1,0,Online,2
8660,Katherine Russell,39,1,114587,64,0,Home,1,71,100.08,1,1,In-Store,1
8661,Melinda Cross,18,0,89929,63,1,Home,15,46,782.84,0,0,In-Store,0
8662,Jay Ryan,62,1,90121,39,0,Sports,11,55,137.86,0,0,In-Store,0
8663,Lindsey Kirk MD,49,1,103072,89,0,Sports,13,40,669.82,0,1,Online,1
8664,Meredith Mcgee,64,0,98976,1,0,Groceries,8,76,924.45,0,1,In-Store,0
8665,Joseph Schmidt,19,1,125780,20,0,Clothing,16,8,834.23,1,1,In-Store,0
8666,Edward Page,22,0,145366,50,0,Sports,1,18,956.51,0,1,In-Store,1
8667,John Harris,44,0,37884,95,1,Electronics,10,47,931.29,1,1,Online,2
8668,Kathleen Hernandez,30,0,53453,67,0,Groceries,9,40,116.54,1,1,In-Store,0
8669,Joshua Cantu,30,0,106061,49,1,Clothing,11,99,898.8,1,1,In-Store,0
8670,Crystal Smith,21,1,94792,47,0,Groceries,11,12,31.98,0,0,Online,0
8671,Travis Downs,28,0,26392,16,1,Home,9,80,940.11,0,0,In-Store,1
8672,Patrick Cunningham,48,0,49793,87,1,Home,2,45,563.46,1,0,Online,0
8673,Scott Jackson,61,0,93017,78,1,Sports,7,78,374.79,1,1,Online,2
8674,Mrs. Madison Farley,60,1,32409,39,1,Groceries,7,22,537.77,0,1,Online,2
8675,Crystal Hampton,20,0,113562,69,0,Groceries,17,12,867.89,0,0,Online,1
8676,Kimberly Savage,55,0,134131,20,1,Groceries,6,75,334.31,0,1,Online,2
8677,Jill Rodgers,35,1,71034,2,0,Groceries,10,24,965.4,0,1,Online,0
8678,Bruce Morgan,41,0,131029,43,1,Sports,2,39,979.43,1,1,Online,1
8679,Kevin Ortiz Jr.,30,0,88467,18,1,Clothing,16,44,600.15,1,0,In-Store,1
8680,Gary Myers,57,0,23912,67,0,Electronics,19,58,659.12,1,0,In-Store,0
8681,Randall Alvarez,48,1,106145,76,1,Groceries,5,77,21.46,1,1,In-Store,0
8682,Zachary Franco,51,1,48808,76,0,Groceries,3,59,500.82,1,0,In-Store,1
8683,Christopher Jones,38,1,136121,78,1,Sports,11,24,678.98,1,1,Online,0
8684,Molly Shelton,21,1,34909,34,0,Groceries,16,22,24.71,0,0,Online,2
8685,Stacey Johnson,64,0,29552,60,1,Home,17,64,741.14,0,0,In-Store,0
8686,Leslie Frye,18,0,137752,75,1,Sports,10,71,784.0,0,1,In-Store,1
8687,Wendy Hardy,24,1,137424,31,1,Home,3,82,708.72,1,0,In-Store,0
8688,Margaret Frye,31,1,104626,12,0,Clothing,9,21,459.29,1,0,Online,2
8689,James Patel,45,0,125218,47,0,Home,13,31,615.41,1,1,In-Store,1
8690,Brent Fowler,33,0,93043,21,0,Clothing,6,52,390.7,1,0,Online,1
8691,William Thompson,40,1,131514,2,0,Electronics,9,52,704.18,0,0,In-Store,1
8692,Benjamin Spencer,40,0,47535,96,0,Sports,15,37,580.7,1,1,Online,0
8693,James Long,66,0,137462,37,1,Electronics,15,79,133.53,0,0,Online,1
8694,Hayden Hunt,52,0,52608,98,0,Clothing,2,34,113.98,1,1,In-Store,0
8695,William Garza,59,1,78943,80,1,Clothing,12,16,277.1,0,1,Online,2
8696,Amanda Barnett,39,1,108446,32,1,Sports,8,69,344.07,1,0,In-Store,1
8697,Joshua Hall,56,1,74116,23,1,Groceries,2,60,642.92,0,1,Online,0
8698,Joseph Black,50,1,50644,67,0,Groceries,10,59,913.05,0,0,Online,0
8699,Leslie Roberts,47,0,132198,89,1,Electronics,16,54,764.9,0,1,Online,0
8700,Daniel Craig,67,0,109330,24,1,Clothing,12,49,901.16,1,0,In-Store,1
8701,Colleen Gonzales,65,0,37408,51,0,Sports,10,38,212.78,0,0,Online,2
8702,Laura Green,45,0,30228,5,0,Clothing,5,99,945.2,0,1,Online,0
8703,Matthew Fisher,47,1,108679,91,1,Home,18,43,325.05,0,0,In-Store,0
8704,Amanda Wall,62,1,80466,97,1,Electronics,3,14,993.62,0,0,In-Store,0
8705,Alicia Murray,41,0,54563,86,0,Clothing,1,15,924.6,1,1,Online,1
8706,Laura Townsend,60,0,106397,29,1,Groceries,19,33,164.18,0,1,Online,0
8707,Jose Johnson,63,0,68920,43,0,Groceries,3,77,275.16,0,0,In-Store,0
8708,James King,37,1,38974,90,1,Clothing,17,25,253.92,0,1,In-Store,0
8709,Amanda Smith,55,0,80318,72,0,Groceries,11,58,242.12,0,0,In-Store,2
8710,Jonathan Nelson,19,0,40528,40,0,Home,16,87,212.02,0,1,In-Store,1
8711,Margaret Anderson,26,0,88334,70,0,Electronics,19,25,952.67,1,1,Online,0
8712,Justin Schultz,56,1,136246,2,0,Clothing,18,69,180.73,0,0,In-Store,0
8713,Katherine Nelson,59,1,82954,86,0,Sports,8,71,696.81,1,1,Online,2
8714,Brandy Vaughan,59,0,74852,97,0,Groceries,8,45,667.51,1,0,In-Store,2
8715,Victor Harris,57,1,130349,98,1,Sports,13,57,609.57,1,0,In-Store,0
8716,Joshua Sanders,39,1,97229,36,1,Clothing,4,56,44.68,1,1,Online,0
8717,Taylor Levine,39,1,50366,63,0,Groceries,14,62,590.83,0,1,In-Store,0
8718,Lisa Hernandez,64,1,32007,43,0,Groceries,11,92,49.81,0,0,In-Store,2
8719,Olivia Bowers,22,1,94631,55,1,Sports,1,92,523.3,0,0,In-Store,0
8720,John Herrera,54,0,136165,85,1,Sports,13,3,858.91,0,1,Online,2
8721,Amber Everett,67,0,76582,52,0,Electronics,3,84,34.12,1,0,In-Store,1
8722,Jeremy Rosales,49,0,20467,20,0,Groceries,7,90,125.08,0,1,In-Store,0
8723,Shane Livingston,46,1,41749,15,1,Groceries,3,37,334.69,0,1,In-Store,2
8724,Cathy Brown,19,0,139811,98,1,Electronics,9,53,870.7,0,1,In-Store,2
8725,Roberto Schmidt,25,0,90911,16,1,Home,8,65,325.55,0,0,In-Store,0
8726,Duane Miller,25,0,89226,95,1,Clothing,11,85,117.97,1,1,Online,1
8727,Brandy Adams,49,1,97682,74,0,Home,13,51,665.19,0,0,Online,0
8728,Jennifer White,41,0,75229,25,0,Home,13,84,836.35,1,1,Online,2
8729,Robert Hughes,59,0,65966,35,1,Sports,3,1,409.74,1,0,Online,1
8730,Matthew Reynolds,27,1,80190,81,0,Sports,18,65,223.04,0,1,Online,0
8731,David Howard,41,0,136637,22,0,Clothing,12,42,852.75,1,0,Online,0
8732,Tiffany Charles,28,1,127323,59,0,Sports,14,3,337.62,0,0,In-Store,0
8733,James Krause,31,0,121842,5,0,Sports,5,82,674.22,1,0,Online,1
8734,Erin Orr,32,1,94408,82,1,Sports,5,85,823.14,0,0,Online,0
8735,Mary Taylor,32,0,125279,52,0,Groceries,15,71,58.66,0,1,Online,0
8736,Alexander Singh,28,0,33851,100,1,Clothing,5,80,574.01,0,0,Online,1
8737,Emily Allen,24,0,77195,89,1,Electronics,8,44,880.33,1,0,In-Store,1
8738,Nathan Barr,62,0,66345,72,0,Home,3,39,312.89,0,1,In-Store,1
8739,Kevin Norris,59,1,84788,27,1,Sports,2,35,905.53,1,0,Online,0
8740,Benjamin Wilson,35,1,141053,86,1,Sports,16,27,311.02,0,1,Online,2
8741,Heather Mcdaniel,67,1,35009,42,0,Sports,7,84,61.64,0,0,Online,1
8742,Michael Christensen,69,0,89324,9,1,Electronics,10,75,964.05,0,0,In-Store,1
8743,Sara Nichols,35,1,126309,69,0,Electronics,19,4,302.68,1,1,In-Store,2
8744,Michael Moreno,22,0,129151,76,0,Groceries,13,25,916.09,1,1,Online,0
8745,Mrs. Nancy Nichols,20,1,113170,8,0,Electronics,2,19,175.51,1,1,In-Store,1
8746,Megan Avila,48,0,26100,80,0,Sports,17,12,723.43,1,1,Online,0
8747,Taylor Vaughan,25,0,90389,37,1,Groceries,12,77,274.22,0,1,In-Store,2
8748,Stephen Paul,56,0,35009,59,1,Clothing,11,15,682.6,0,1,In-Store,2
8749,Elizabeth Henry,37,0,116520,100,0,Sports,18,49,459.25,1,0,Online,0
8750,Calvin Wilson,18,1,137232,77,1,Electronics,13,54,729.87,0,0,Online,1
8751,Bonnie Cross,53,0,145287,64,0,Electronics,13,31,903.25,1,0,Online,0
8752,John Sawyer,20,1,75666,76,0,Electronics,4,32,206.84,0,1,In-Store,0
8753,Joshua Roberts,47,1,57567,42,0,Electronics,18,72,151.4,1,0,Online,1
8754,Trevor Hernandez,41,1,103170,41,0,Home,12,95,162.71,0,0,In-Store,2
8755,Michael Walton,61,0,94608,28,1,Clothing,7,42,909.49,0,1,In-Store,1
8756,Patrick Lindsey,51,1,40847,96,0,Sports,10,89,140.98,1,0,Online,2
8757,Lindsay Mcgrath,31,0,102672,70,0,Groceries,10,67,717.01,1,1,In-Store,1
8758,Kathleen Coleman,49,0,38965,3,0,Electronics,15,98,905.41,1,1,In-Store,2
8759,Laura Lee,42,1,27950,43,0,Sports,17,58,167.22,0,0,Online,1
8760,Timothy Harris,31,0,85047,58,1,Groceries,13,9,761.77,0,0,In-Store,0
8761,Adam Juarez,29,0,52711,53,0,Clothing,14,25,714.38,1,1,Online,0
8762,Larry David,41,1,114067,62,0,Electronics,19,44,268.83,0,0,In-Store,2
8763,Alan Macdonald,25,1,71123,5,1,Home,6,26,798.73,1,0,Online,2
8764,William Taylor,37,0,73169,28,1,Clothing,10,81,289.35,0,0,In-Store,1
8765,Angela Mack,50,0,134022,31,0,Groceries,3,53,619.63,1,0,In-Store,2
8766,Jerome Castro,27,0,28529,93,1,Electronics,6,27,154.61,1,1,Online,1
8767,Elizabeth Hampton,18,1,75447,41,0,Home,13,44,319.38,0,0,Online,1
8768,Tonya Moore,64,1,148239,44,0,Home,16,80,551.95,1,0,Online,1
8769,Dave Davis,47,1,49066,53,1,Home,18,95,217.65,0,1,Online,0
8770,Austin Fischer,53,1,90996,74,1,Electronics,15,62,224.67,0,0,In-Store,2
8771,David Woods,52,0,55158,13,0,Clothing,6,1,305.31,1,0,In-Store,2
8772,Jason Espinoza,48,1,63939,55,0,Sports,1,17,512.47,0,1,Online,2
8773,Kimberly Bowman,48,1,23890,76,0,Electronics,17,98,243.13,1,1,Online,2
8774,Frances Johnson,22,1,136451,3,1,Clothing,15,93,344.31,1,0,In-Store,2
8775,Franklin Larson,34,1,84628,28,1,Clothing,4,96,974.05,1,1,In-Store,0
8776,Marcus Calderon,55,1,53157,63,0,Clothing,10,15,68.7,1,1,Online,0
8777,Stephanie Hogan,63,0,36045,35,1,Electronics,18,3,751.81,0,0,Online,2
8778,Cynthia Glenn,32,1,112320,36,0,Clothing,19,42,989.53,0,0,Online,1
8779,Stephen Ferguson,34,0,101766,83,0,Home,17,94,973.86,1,0,Online,0
8780,Allen Roberson,58,0,86717,71,0,Sports,10,14,859.65,0,0,In-Store,0
8781,Christopher Miller,55,1,121088,77,0,Home,3,97,674.84,0,0,In-Store,0
8782,Cheryl Burton,37,0,124237,2,0,Clothing,19,66,733.92,1,1,Online,1
8783,Robert Mathis,18,0,111685,87,1,Home,9,27,331.12,0,1,Online,2
8784,Laura Evans,61,0,41218,9,1,Clothing,1,62,752.07,0,1,Online,0
8785,Penny Church,40,1,22981,18,0,Home,14,48,478.58,0,0,In-Store,1
8786,Jason Brooks,59,1,81764,37,1,Clothing,17,2,395.77,0,1,In-Store,0
8787,Mr. Michael Smith,67,1,35299,21,1,Sports,17,69,339.7,1,0,Online,0
8788,Patrick Hall,62,1,136619,42,1,Home,17,74,495.49,1,0,Online,0
8789,Terri Hart,48,0,99615,7,0,Clothing,17,74,69.92,1,0,Online,1
8790,Nathan Foster,44,0,45504,96,0,Clothing,8,84,939.56,0,0,Online,0
8791,Michael Wilson,60,0,131225,21,1,Clothing,1,45,885.77,0,0,Online,0
8792,Kevin Perez,52,1,89015,78,0,Sports,9,41,806.8,0,1,Online,2
8793,Jessica Watts,27,0,78987,21,0,Home,3,49,222.08,1,0,In-Store,0
8794,Lawrence Grant,68,1,147023,21,1,Groceries,15,8,968.29,1,1,Online,0
8795,Peter Erickson,61,0,141292,69,1,Groceries,15,58,829.13,1,1,In-Store,0
8796,Kimberly Butler,19,0,132363,52,1,Electronics,9,94,783.59,1,0,In-Store,1
8797,Amanda Williams,68,0,85304,14,1,Electronics,9,30,785.39,0,1,Online,1
8798,Jason Mejia,66,0,140246,88,0,Sports,3,96,423.68,0,0,In-Store,1
8799,Veronica Chavez,29,0,29852,60,1,Sports,12,94,609.59,0,0,Online,1
8800,Katelyn Williams,36,0,98060,37,0,Electronics,12,9,418.21,1,1,In-Store,1
8801,Brian Lopez,50,1,81467,95,0,Clothing,8,83,644.49,0,1,Online,1
8802,James Howard,52,1,81761,47,1,Clothing,9,95,923.58,1,1,Online,2
8803,Amanda Wade,50,0,29515,81,0,Groceries,2,3,878.92,0,1,In-Store,2
8804,Nicholas Stevenson,23,1,34245,45,1,Groceries,18,13,81.14,1,1,In-Store,1
8805,Jacqueline Barrett,53,0,77291,3,0,Groceries,9,37,632.8,1,1,In-Store,1
8806,Billy Knight,59,0,33574,1,0,Home,12,47,237.76,0,0,Online,0
8807,Phillip Roth,40,0,77525,30,1,Clothing,12,57,837.15,0,1,Online,1
8808,Tonya Newman,44,1,32334,90,1,Home,16,97,369.44,1,1,Online,0
8809,Shane Phillips,35,1,78038,15,1,Clothing,13,39,778.51,0,1,In-Store,1
8810,Larry Jackson,25,1,21744,45,1,Home,6,62,892.06,0,1,In-Store,1
8811,Jonathan Brown,49,0,135054,38,0,Home,19,9,134.5,0,1,In-Store,0
8812,Alexander Martin,21,1,101845,93,1,Clothing,3,94,969.32,1,1,In-Store,2
8813,Katherine Wong,29,0,146632,73,1,Groceries,6,12,392.58,0,1,Online,1
8814,Walter Jones Jr.,21,0,79845,57,0,Home,14,21,317.2,0,0,Online,1
8815,Spencer Sanchez,42,1,49794,81,0,Sports,8,39,672.81,1,0,Online,2
8816,Jeff Gonzales,30,0,149259,31,0,Electronics,11,8,731.15,1,0,In-Store,2
8817,Susan Duran,30,1,35479,7,1,Groceries,18,26,944.8,1,0,Online,0
8818,Jason Morgan,21,0,127738,16,0,Home,15,3,433.34,1,1,In-Store,0
8819,Jacob Yates,62,0,139045,80,0,Sports,6,72,679.49,0,0,Online,2
8820,Jessica Mcpherson,47,1,90569,59,1,Groceries,3,87,774.74,0,1,Online,1
8821,Angela Cobb,62,0,104033,33,0,Clothing,11,57,865.23,0,0,Online,0
8822,Joyce Morgan,19,1,74897,86,0,Sports,11,31,784.36,1,0,In-Store,1
8823,William Perry,26,1,54138,33,1,Groceries,9,63,186.36,0,1,Online,2
8824,Brenda Johnson,47,1,108405,71,0,Sports,15,6,195.87,0,0,Online,2
8825,Miss Stephanie Gates,33,0,148437,33,0,Electronics,5,93,892.88,0,1,Online,2
8826,Susan Hogan,21,1,112674,61,0,Home,2,22,802.27,1,0,In-Store,2
8827,Kimberly Harper,23,0,137994,15,1,Clothing,14,9,273.05,0,0,Online,1
8828,Hailey Bowen,45,1,120021,8,0,Electronics,7,13,545.05,0,0,In-Store,0
8829,Stanley Colon,69,1,83484,60,1,Groceries,17,37,115.22,1,1,In-Store,2
8830,George Reynolds,19,1,141379,88,1,Clothing,16,38,878.83,0,1,In-Store,2
8831,Adam Wagner,22,1,92434,20,1,Sports,19,32,646.52,0,0,In-Store,2
8832,David Johnson,31,0,125847,3,1,Electronics,17,66,987.3,1,1,Online,0
8833,Eric Green,59,0,92643,22,1,Home,16,45,598.69,1,1,Online,2
8834,Barbara Jackson,53,0,74039,3,1,Electronics,3,84,609.84,0,0,In-Store,2
8835,Donald Hardy,65,1,106914,47,1,Clothing,7,98,852.92,0,0,In-Store,1
8836,Taylor Jones,31,1,33971,46,1,Electronics,9,37,368.9,0,1,In-Store,0
8837,Oscar Brooks,52,0,100272,81,1,Clothing,2,40,162.29,1,1,Online,0
8838,Natalie Davis,57,1,94923,55,0,Electronics,19,49,665.08,0,1,In-Store,0
8839,Kayla Matthews,55,1,80296,40,0,Clothing,16,41,995.29,1,0,Online,2
8840,Hannah Anderson,38,0,79985,91,0,Home,9,90,520.97,1,0,Online,2
8841,Mary Johnson,63,0,129773,36,0,Electronics,10,16,548.61,0,1,Online,0
8842,Melissa Smith,39,1,60401,23,1,Electronics,14,77,625.92,1,1,Online,1
8843,Adrian Lee,34,0,126858,76,0,Groceries,1,61,155.4,0,1,In-Store,1
8844,Veronica Simon,23,0,95914,52,0,Electronics,9,90,716.03,1,0,In-Store,2
8845,Sheri Miller,39,1,97910,65,1,Electronics,3,92,428.01,0,1,Online,1
8846,Ashley Lindsey,41,1,58545,40,1,Clothing,10,27,621.81,0,0,Online,2
8847,Emily Newman,37,0,33614,95,0,Electronics,3,14,149.8,1,0,In-Store,2
8848,Amy Garcia,27,0,61521,60,0,Clothing,17,89,978.3,0,1,In-Store,0
8849,Tanya Davis,42,0,122295,81,0,Home,4,96,242.02,1,0,In-Store,2
8850,James Freeman,33,0,90444,70,0,Clothing,4,49,191.29,1,1,In-Store,1
8851,Joe Guerrero,67,0,123018,83,0,Sports,3,98,366.15,0,1,In-Store,0
8852,Michael Hopkins,46,1,74390,88,1,Groceries,2,61,417.83,1,0,In-Store,1
8853,Jackie Hunt,54,0,125434,83,0,Electronics,14,4,683.21,0,0,In-Store,2
8854,Barry Wilson,48,0,124384,41,0,Electronics,9,61,533.58,0,0,Online,1
8855,Rachel Becker,22,1,141767,14,0,Groceries,11,22,302.4,0,1,In-Store,2
8856,Heather Orozco,47,0,90070,83,0,Home,14,58,666.0,0,1,In-Store,0
8857,Melissa Powell,32,1,100318,93,0,Clothing,2,34,429.49,1,0,Online,1
8858,Donna Davis,45,1,22117,4,1,Home,18,17,389.17,0,0,Online,1
8859,Heather Rose,41,1,71296,51,0,Clothing,12,8,596.86,1,1,Online,2
8860,Robert Erickson,25,0,36085,85,0,Sports,15,82,423.97,0,1,In-Store,2
8861,Jason Carter,45,1,121701,54,1,Clothing,5,29,512.73,0,0,Online,0
8862,Michelle Burgess,46,1,90893,65,0,Electronics,5,42,939.27,1,0,Online,1
8863,Stacy Maldonado,68,0,44307,84,1,Sports,8,59,278.25,1,1,Online,1
8864,Jessica Boone,38,1,56413,94,0,Clothing,19,33,520.13,1,1,Online,0
8865,Matthew Sullivan,20,0,69532,45,1,Home,15,66,323.48,0,0,In-Store,1
8866,Lydia Jones,49,1,49198,23,0,Electronics,13,26,73.51,0,0,In-Store,2
8867,Monica Mendez,35,0,111348,21,1,Sports,8,31,422.45,1,1,Online,0
8868,Judith Miller,65,0,105805,80,0,Groceries,19,50,616.62,1,1,Online,0
8869,Brian Perez,32,1,85016,27,0,Electronics,14,62,165.23,0,0,In-Store,0
8870,Brent Blair,66,1,67345,44,1,Home,4,48,201.03,1,0,Online,2
8871,Mary Sanchez,67,1,103232,99,1,Electronics,3,11,204.24,1,1,Online,0
8872,Karen Jones,29,0,31131,38,1,Groceries,1,8,412.09,1,0,In-Store,1
8873,Katie Huerta,55,1,29898,2,0,Electronics,17,96,624.39,1,0,Online,0
8874,Diana Carey,47,0,39202,97,1,Clothing,5,77,549.85,0,0,Online,2
8875,Richard Williams,41,1,136920,10,0,Clothing,5,95,428.82,0,1,In-Store,0
8876,Timothy Chandler,42,0,146937,92,1,Electronics,1,74,571.79,1,0,Online,0
8877,Debra Lawson,42,1,25359,55,1,Electronics,4,27,496.36,1,1,Online,0
8878,John Chapman,35,1,36862,64,0,Electronics,3,1,150.34,0,0,In-Store,0
8879,Jill Hodge,19,1,59892,89,1,Sports,11,58,810.43,0,0,Online,0
8880,Michele Hodges,49,1,132036,89,1,Home,1,68,303.31,0,1,In-Store,2
8881,Christopher Holder,61,1,53942,86,1,Home,1,48,38.79,1,0,Online,2
8882,Todd Moore,43,0,133546,9,1,Electronics,11,47,431.27,0,1,Online,2
8883,Michelle Gray,38,0,111033,35,1,Electronics,5,57,624.9,0,1,In-Store,1
8884,Michael Patton,27,0,75286,25,1,Clothing,9,57,755.55,0,1,Online,2
8885,Jennifer Williams,39,1,119604,79,0,Groceries,9,55,429.99,0,1,In-Store,2
8886,Bobby Mathews,39,0,39839,47,1,Groceries,4,45,228.64,0,1,Online,2
8887,Kristopher Rogers,43,0,25640,22,1,Sports,9,61,220.72,1,1,Online,1
8888,Lisa Morgan,19,0,44304,85,1,Electronics,15,24,589.7,0,1,In-Store,0
8889,Brittany Gilbert,34,0,49295,26,1,Clothing,17,72,400.44,1,0,Online,0
8890,Jacob Allen,37,1,80672,71,0,Clothing,6,57,998.18,1,0,Online,0
8891,Kristen Jones,58,0,32701,100,0,Groceries,2,81,818.21,1,0,Online,2
8892,Megan Hays,20,1,100761,26,0,Electronics,15,43,423.84,1,0,Online,2
8893,Jonathon Daniels,67,1,42611,25,0,Clothing,2,77,926.5,0,1,Online,1
8894,Ian Koch,57,0,38083,60,0,Clothing,1,43,741.07,0,1,Online,2
8895,Carmen Ellis,69,1,45719,53,0,Home,15,56,262.5,1,1,In-Store,0
8896,Hector Morgan,30,1,145641,94,0,Groceries,6,34,189.44,0,0,Online,2
8897,Jacob Goodman,33,0,26884,87,0,Electronics,4,36,467.66,1,1,In-Store,2
8898,Ashley Hunt,45,0,98828,79,0,Clothing,17,88,319.78,0,0,In-Store,2
8899,Tonya Bond,67,1,55762,71,0,Sports,18,59,59.19,0,1,In-Store,0
8900,Shannon Jackson,63,0,111850,69,1,Groceries,10,57,894.12,1,1,Online,1
8901,Lori Flores,63,1,93680,6,1,Sports,19,95,179.45,1,1,Online,0
8902,Michael Morris,25,1,30901,62,1,Clothing,8,86,432.13,1,1,Online,2
8903,Kaylee Sosa DDS,58,0,104970,99,1,Clothing,8,24,297.24,0,1,Online,0
8904,Catherine Pacheco,57,0,42508,82,1,Home,5,85,350.7,0,0,Online,1
8905,Lance Young,37,1,62727,26,0,Clothing,19,68,239.48,0,0,In-Store,0
8906,Justin Schneider,60,1,79687,64,1,Groceries,5,9,759.06,1,1,Online,2
8907,Teresa Whitney,37,1,82514,38,0,Sports,10,24,745.24,0,1,Online,1
8908,Jill Contreras,36,0,123280,31,1,Clothing,3,56,543.86,0,0,In-Store,1
8909,Renee Mercer,56,1,124861,10,0,Clothing,18,55,453.13,1,0,In-Store,1
8910,Nancy Schwartz,28,1,38812,36,1,Sports,12,87,350.81,0,1,Online,1
8911,Christine Dillon,68,0,115389,67,0,Home,9,83,343.68,1,1,Online,0
8912,Misty Sullivan,66,0,56543,82,1,Electronics,9,80,56.31,1,1,Online,0
8913,Deborah Barnes,55,0,140502,11,1,Sports,12,81,935.13,0,0,Online,2
8914,Kristen Elliott,67,0,113776,1,1,Sports,9,10,297.72,1,1,In-Store,1
8915,John James,56,0,142147,1,0,Electronics,11,98,109.16,1,0,In-Store,0
8916,Kendra Pierce MD,45,0,96384,72,1,Groceries,2,65,364.51,0,0,In-Store,1
8917,Brandon Owen,65,1,79452,5,0,Electronics,10,72,430.96,1,1,Online,0
8918,Andrew Boone,41,0,49186,17,1,Electronics,14,94,49.07,0,0,In-Store,1
8919,Isabella Gonzalez,51,1,38988,93,0,Clothing,1,40,46.16,0,0,In-Store,1
8920,Matthew Moran,30,0,65432,46,0,Groceries,11,31,967.99,1,0,In-Store,0
8921,Katrina Rivera,38,0,134173,66,1,Sports,9,29,890.38,0,1,In-Store,0
8922,Tonya Humphrey,27,1,141637,99,0,Sports,16,48,901.4,0,1,Online,0
8923,Erin Sutton,60,0,21681,22,0,Clothing,13,72,807.91,0,1,In-Store,0
8924,Kaylee Caldwell,28,1,102954,73,1,Electronics,11,67,834.43,1,1,In-Store,0
8925,Michael Cisneros,54,1,143055,88,0,Home,6,41,947.3,1,1,Online,0
8926,Nancy Castro,58,0,85050,51,1,Electronics,2,14,46.64,1,1,In-Store,1
8927,Eric Smith,23,0,138228,94,1,Sports,11,87,74.52,1,0,Online,0
8928,Julie Garza,25,1,148536,8,1,Clothing,1,52,288.62,0,0,Online,2
8929,Rebekah Garcia,20,1,64038,33,0,Electronics,12,53,239.93,1,0,In-Store,2
8930,Thomas Wallace,25,0,68035,89,1,Home,11,53,586.97,1,1,In-Store,2
8931,Wanda Yu,53,1,24891,27,0,Home,8,86,309.0,0,0,Online,1
8932,Hunter Stevens,61,0,80574,53,1,Home,4,48,580.22,1,1,In-Store,1
8933,Jeffrey Hampton,26,0,57400,24,0,Sports,14,44,578.74,0,0,Online,0
8934,Melody Stein,38,1,20364,80,0,Groceries,6,39,407.82,1,0,In-Store,2
8935,Lori Lee,34,1,58849,23,1,Clothing,8,52,526.48,0,0,Online,0
8936,David Tucker,68,1,145979,93,0,Sports,8,21,781.81,1,0,In-Store,1
8937,Luis Daniel,68,1,52195,63,1,Electronics,9,2,336.51,1,0,In-Store,1
8938,Kimberly Carlson,48,0,45434,6,1,Groceries,10,22,765.95,1,0,In-Store,2
