Customer_ID,Customer_Name,Age,Gender,Annual_Income,Spending_Score,Marital_Status,Product_Category,Years_as_Customer,Number_of_Transactions,Average_Transaction_Amount,Loyalty_Card,Discount_Avail,Preferred_Shopping_Channel,Customer_Segment,Income_Bin,Age_Bin
6016,Robert Jones,65,Male,28040,33,Married,Sports,14,10,618.04,No,No,Online,Medium Value,Low,Elder
6017,Tina Garcia,29,Male,118539,48,Married,Electronics,15,11,561.26,Yes,Yes,Online,High Value,Upper-Mid,Young Adult
6018,Christopher Nelson,60,Female,86008,27,Married,Clothing,13,12,500.83,No,No,In-Store,High Value,Mid,Elder
6019,Fred Morris,46,Female,62532,83,Single,Clothing,1,6,102.73,No,Yes,In-Store,High Value,Lower-Mid,Middle Age
6020,Ashley Miller,64,Female,83916,31,Single,Electronics,18,76,295.08,No,No,Online,Medium Value,Mid,Elder
6021,Bobby Thomas,29,Female,116236,16,Married,Home,5,99,693.23,No,No,Online,Low Value,Upper-Mid,Young Adult
6022,Michael Moore,57,Female,114072,13,Married,Home,9,69,967.76,Yes,No,In-Store,High Value,Upper-Mid,Senior
6023,Paul Rangel,33,Male,42772,69,Single,Home,15,25,521.21,Yes,No,Online,Medium Value,Low,Young Adult
6024,Kenneth Wilson,24,Male,112020,27,Married,Electronics,6,81,857.65,Yes,Yes,Online,Medium Value,Upper-Mid,Youth
6025,Ryan Stone,34,Female,63833,55,Married,Clothing,11,36,251.14,Yes,Yes,In-Store,Medium Value,Lower-Mid,Young Adult
6026,Alexander Peters,45,Female,56708,10,Married,Clothing,7,12,626.27,No,No,In-Store,High Value,Lower-Mid,Middle Age
6027,Martin Mullen,38,Female,25289,6,Single,Sports,5,4,753.08,No,Yes,Online,Low Value,Low,Young Adult
6028,Judy Garcia,57,Male,47944,53,Single,Sports,15,94,401.26,No,Yes,Online,Medium Value,Lower-Mid,Senior
6029,Matthew Jensen,69,Female,92907,62,Single,Groceries,8,87,824.18,No,Yes,In-Store,Low Value,Mid,Elder
6030,Darlene Peters,69,Female,140941,5,Single,Electronics,16,53,72.49,Yes,Yes,In-Store,Low Value,High,Elder
6031,Kyle Rodriguez,69,Female,45561,66,Married,Home,9,52,665.39,Yes,Yes,Online,Low Value,Low,Elder
6032,Janice Williamson,56,Female,133586,74,Married,Sports,12,18,530.54,Yes,No,Online,Low Value,High,Senior
6033,Michael Campbell,54,Female,123689,25,Single,Groceries,6,57,601.59,No,No,Online,High Value,Upper-Mid,Senior
6034,Lori Brown,27,Male,50971,25,Married,Sports,14,21,551.87,No,Yes,In-Store,Medium Value,Lower-Mid,Youth
6035,Debra Lloyd,66,Male,81657,44,Single,Electronics,7,90,749.62,No,No,Online,High Value,Mid,Elder
6036,Molly Baldwin,24,Female,108633,84,Single,Electronics,16,43,847.0,No,Yes,In-Store,Medium Value,Upper-Mid,Youth
6037,Brandon Washington,32,Male,90139,31,Single,Clothing,7,96,447.65,No,No,In-Store,Low Value,Mid,Young Adult
6038,Jerome Stephens,43,Female,103117,99,Married,Groceries,8,57,946.11,Yes,Yes,Online,Low Value,Upper-Mid,Middle Age
6039,Mr. David Martin,58,Male,148223,39,Married,Groceries,13,36,137.0,No,No,Online,Medium Value,High,Senior
6040,Melissa Frazier,44,Male,34586,10,Married,Sports,9,74,504.4,No,Yes,In-Store,High Value,Low,Middle Age
6041,Philip Anderson,69,Male,91995,8,Single,Sports,4,33,586.44,Yes,No,In-Store,Low Value,Mid,Elder
6042,Joshua Martin,41,Female,32532,87,Married,Home,6,13,486.16,No,No,Online,Low Value,Low,Middle Age
6043,Christina Flores,44,Male,58334,51,Married,Groceries,13,95,223.85,No,No,In-Store,Low Value,Lower-Mid,Middle Age
6044,Lisa Chapman,66,Male,75722,70,Married,Home,2,30,173.87,Yes,No,Online,Low Value,Mid,Elder
6045,Benjamin Burns,57,Male,90615,13,Single,Groceries,5,71,670.94,No,Yes,In-Store,High Value,Mid,Senior
6046,Alexander Smith,50,Male,59459,60,Single,Electronics,7,64,747.34,No,No,Online,Low Value,Lower-Mid,Senior
6047,Jill Porter,25,Female,110386,5,Single,Sports,8,93,139.32,No,No,In-Store,Low Value,Upper-Mid,Youth
6048,Lisa Randolph,25,Female,107118,29,Single,Groceries,18,23,164.07,No,Yes,In-Store,High Value,Upper-Mid,Youth
6049,Bradley Parker,51,Male,95649,48,Married,Clothing,1,55,382.63,No,No,In-Store,High Value,Mid,Senior
6050,Ashley Turner,25,Male,70744,64,Married,Electronics,6,23,501.59,Yes,No,Online,Medium Value,Lower-Mid,Youth
6051,Sarah Preston,41,Female,97115,40,Single,Groceries,5,71,635.01,No,Yes,In-Store,High Value,Mid,Middle Age
6052,Gary Perkins,45,Male,49631,61,Single,Groceries,4,15,106.49,No,Yes,Online,Medium Value,Lower-Mid,Middle Age
6053,James Braun,28,Female,30623,26,Single,Electronics,9,11,846.64,No,Yes,Online,Low Value,Low,Youth
6054,Matthew Johnson,18,Female,120805,44,Single,Sports,12,89,175.74,Yes,No,Online,Low Value,Upper-Mid,Youth
6055,Jennifer Richardson,56,Female,21839,96,Married,Home,15,85,923.23,No,Yes,Online,High Value,Low,Senior
6056,Kevin White,49,Female,116747,35,Married,Sports,16,32,749.7,Yes,No,In-Store,Low Value,Upper-Mid,Senior
6057,William Sullivan,66,Male,113092,68,Single,Home,14,94,228.09,Yes,No,Online,Medium Value,Upper-Mid,Elder
6058,Lindsey Ross,45,Male,131248,20,Single,Home,8,54,289.33,Yes,Yes,In-Store,Medium Value,High,Middle Age
6059,Tamara Graham,67,Female,29676,15,Married,Electronics,2,97,890.84,Yes,No,Online,High Value,Low,Elder
6060,Ryan Hodge,22,Female,86152,33,Married,Clothing,12,54,865.26,No,Yes,In-Store,Medium Value,Mid,Youth
6061,Cindy Pierce,64,Female,87945,69,Single,Groceries,8,44,559.19,No,No,Online,Low Value,Mid,Elder
6062,Kevin Stanton,53,Male,77371,62,Single,Home,2,25,74.78,No,No,Online,Low Value,Mid,Senior
6063,Olivia Smith,35,Female,55651,27,Single,Electronics,3,93,872.29,Yes,Yes,In-Store,Low Value,Lower-Mid,Young Adult
6064,Logan Lawrence,29,Female,35148,7,Married,Electronics,10,94,532.46,No,Yes,Online,Medium Value,Low,Young Adult
6065,Justin Good,45,Male,39248,74,Married,Sports,1,48,549.22,No,Yes,In-Store,Medium Value,Low,Middle Age
6066,Scott Lopez,48,Female,43998,54,Single,Clothing,10,98,933.66,No,No,Online,Low Value,Low,Middle Age
6067,Kelly Zavala,21,Male,115751,23,Single,Groceries,7,40,383.72,No,No,Online,Medium Value,Upper-Mid,Youth
6068,Andrew Gray,33,Male,130103,22,Married,Clothing,6,57,840.22,Yes,No,In-Store,Low Value,High,Young Adult
6069,Thomas Lucero,42,Male,63074,82,Married,Home,7,79,892.56,No,Yes,Online,Medium Value,Lower-Mid,Middle Age
6070,Jennifer Ramos,49,Male,45611,87,Married,Sports,13,24,715.11,No,No,In-Store,Low Value,Low,Senior
6071,Tammy Montgomery,44,Female,108034,59,Single,Electronics,2,89,365.94,Yes,Yes,In-Store,High Value,Upper-Mid,Middle Age
6072,Jerry Reynolds,34,Female,127807,80,Married,Clothing,6,63,412.27,Yes,Yes,Online,Low Value,High,Young Adult
6073,Peter Jordan Jr.,49,Female,65374,69,Married,Clothing,6,56,432.92,Yes,Yes,Online,High Value,Lower-Mid,Senior
6074,Jeffrey Ford,49,Female,108449,46,Single,Sports,11,92,79.36,No,No,In-Store,High Value,Upper-Mid,Senior
6075,Trevor Terry,25,Female,56956,61,Single,Groceries,12,74,806.09,No,Yes,Online,Medium Value,Lower-Mid,Youth
6076,Alexandra Parks,31,Female,74519,26,Married,Clothing,7,43,83.43,No,Yes,Online,Medium Value,Mid,Young Adult
6077,Tiffany Munoz,60,Female,52465,54,Single,Electronics,1,52,701.75,Yes,No,In-Store,Medium Value,Lower-Mid,Elder
6078,Mariah Morris,43,Female,123537,61,Married,Electronics,18,42,669.91,No,Yes,In-Store,Medium Value,Upper-Mid,Middle Age
6079,Keith Khan,52,Female,98330,52,Married,Groceries,3,80,774.68,No,Yes,Online,Low Value,Upper-Mid,Senior
6080,Howard Daniels,69,Male,147599,59,Single,Sports,19,37,736.74,Yes,No,In-Store,Medium Value,High,Elder
6081,Michael Mason,36,Female,117487,99,Single,Sports,6,21,987.1,No,Yes,In-Store,Medium Value,Upper-Mid,Young Adult
6082,Mrs. Barbara Scott,62,Male,103492,31,Married,Home,9,77,995.06,Yes,No,Online,Low Value,Upper-Mid,Elder
6083,Johnny Miller,67,Female,114253,40,Single,Sports,17,78,683.61,No,Yes,Online,Medium Value,Upper-Mid,Elder
6084,Jacqueline Becker,22,Male,76972,32,Married,Clothing,8,69,508.93,Yes,Yes,In-Store,Medium Value,Mid,Youth
6085,Scott Baxter,40,Male,102228,60,Married,Sports,4,94,233.74,Yes,No,Online,Medium Value,Upper-Mid,Middle Age
6086,Renee Ortega,54,Female,56428,69,Single,Clothing,12,14,675.91,No,Yes,In-Store,High Value,Lower-Mid,Senior
6087,Lauren Jones,44,Male,49902,5,Single,Clothing,7,79,724.76,No,Yes,Online,Low Value,Lower-Mid,Middle Age
6088,Barbara Wallace,57,Female,60131,77,Married,Sports,10,7,849.93,Yes,Yes,In-Store,Medium Value,Lower-Mid,Senior
6089,Kimberly Ferguson,60,Female,134045,54,Married,Clothing,7,35,829.81,No,Yes,Online,Low Value,High,Elder
6090,Edward Clark,34,Male,45602,91,Married,Groceries,18,61,294.87,Yes,No,In-Store,Low Value,Low,Young Adult
6091,Bob Smith,42,Male,90729,30,Married,Electronics,8,87,645.03,No,Yes,Online,Low Value,Mid,Middle Age
6092,Katrina Willis,42,Male,117458,33,Single,Clothing,6,11,768.89,Yes,No,Online,Low Value,Upper-Mid,Middle Age
6093,Carolyn Dunn,41,Male,34178,51,Married,Electronics,6,74,77.26,No,No,In-Store,High Value,Low,Middle Age
6094,Jennifer Lewis,37,Female,40168,24,Married,Electronics,15,1,51.43,Yes,No,Online,Low Value,Low,Young Adult
6095,Alicia Fisher,63,Female,21236,69,Single,Clothing,13,62,337.08,Yes,Yes,Online,Medium Value,Low,Elder
6096,Mario Bell,21,Male,70721,69,Married,Electronics,12,98,994.7,No,No,Online,High Value,Lower-Mid,Youth
6097,Jessica Black,58,Male,22311,19,Married,Electronics,3,50,271.16,Yes,Yes,In-Store,Medium Value,Low,Senior
6098,Cynthia Buck,68,Male,28059,77,Married,Groceries,4,63,587.2,Yes,No,In-Store,Medium Value,Low,Elder
6099,Xavier Jones,34,Male,118943,40,Single,Electronics,19,79,780.34,No,No,Online,Low Value,Upper-Mid,Young Adult
6100,Courtney Bowman,29,Male,23662,60,Married,Clothing,4,68,224.8,No,No,Online,High Value,Low,Young Adult
6101,Michael Cherry,31,Male,126280,83,Single,Clothing,5,68,107.21,No,No,In-Store,Low Value,High,Young Adult
6102,Daniel Mcmahon,37,Female,99842,14,Single,Groceries,14,64,77.64,Yes,No,Online,Low Value,Upper-Mid,Young Adult
6103,Danielle Wheeler,18,Male,114437,14,Single,Clothing,3,28,868.67,Yes,No,Online,High Value,Upper-Mid,Youth
6104,Kevin Cole,64,Female,141626,33,Single,Electronics,4,36,762.78,Yes,No,In-Store,Low Value,High,Elder
6105,Kristen Cunningham,20,Male,47739,80,Single,Sports,11,88,456.62,Yes,No,In-Store,Medium Value,Lower-Mid,Youth
6106,Ruben Mcclain,27,Female,35676,24,Single,Sports,7,9,734.05,Yes,No,In-Store,Low Value,Low,Youth
6107,Benjamin Johnson,42,Male,108625,77,Single,Electronics,15,64,586.02,No,Yes,Online,High Value,Upper-Mid,Middle Age
6108,Steven Brooks,49,Male,30131,5,Married,Home,11,67,663.66,Yes,Yes,In-Store,Low Value,Low,Senior
6109,Noah Holland,31,Female,67716,27,Single,Electronics,3,26,784.82,No,Yes,In-Store,High Value,Lower-Mid,Young Adult
6110,Tina Zimmerman,57,Male,82051,97,Single,Electronics,12,7,125.88,No,Yes,In-Store,Medium Value,Mid,Senior
6111,Christian Mcdonald,28,Female,145672,12,Single,Sports,4,41,946.68,Yes,Yes,Online,High Value,High,Youth
6112,Joshua Olson,51,Male,52074,72,Married,Sports,3,36,323.59,No,Yes,Online,Low Value,Lower-Mid,Senior
6113,Tony Watts,46,Male,124007,100,Single,Electronics,3,76,883.86,Yes,No,Online,Low Value,High,Middle Age
6114,Danielle Vasquez,25,Female,57244,50,Married,Groceries,17,88,235.92,Yes,No,Online,Medium Value,Lower-Mid,Youth
6115,Melinda Carter,54,Male,82142,49,Single,Electronics,11,61,918.63,Yes,Yes,Online,Medium Value,Mid,Senior
6116,Sara Garcia,53,Female,52187,46,Married,Sports,2,45,639.83,Yes,Yes,In-Store,Medium Value,Lower-Mid,Senior
6117,Karen Carpenter,30,Female,97208,47,Married,Groceries,4,15,321.32,No,No,In-Store,Medium Value,Mid,Young Adult
6118,Cesar Peterson,30,Male,44379,65,Married,Home,14,62,180.82,No,No,In-Store,Low Value,Low,Young Adult
6119,Melissa Steele,58,Male,132100,12,Married,Groceries,17,7,269.14,No,Yes,In-Store,Medium Value,High,Senior
6120,Paul Morris,69,Male,112698,2,Married,Home,3,28,487.2,No,Yes,Online,High Value,Upper-Mid,Elder
6121,Jennifer Henderson,20,Male,97711,80,Married,Home,15,99,615.09,Yes,No,Online,Low Value,Mid,Youth
6122,Rebecca Medina,58,Female,48883,44,Single,Sports,2,88,151.3,Yes,No,Online,High Value,Lower-Mid,Senior
6123,Mark Welch,66,Female,50461,27,Single,Electronics,14,24,836.7,Yes,Yes,In-Store,High Value,Lower-Mid,Elder
6124,James Meza,31,Female,122495,97,Married,Clothing,15,3,427.29,No,Yes,In-Store,Medium Value,Upper-Mid,Young Adult
6125,Sandy Higgins,53,Male,140392,26,Married,Groceries,5,96,225.09,No,No,In-Store,Medium Value,High,Senior
6126,Taylor Campbell,37,Female,105066,69,Single,Clothing,18,55,15.63,No,Yes,In-Store,Low Value,Upper-Mid,Young Adult
6127,Mason Lee,64,Male,133888,3,Single,Home,3,54,572.79,No,Yes,Online,Medium Value,High,Elder
6128,Jerry Lang,39,Male,131190,78,Single,Home,13,10,88.37,Yes,Yes,Online,Low Value,High,Middle Age
6129,Stephanie Mckinney,57,Male,141923,24,Married,Clothing,9,27,955.06,Yes,Yes,Online,High Value,High,Senior
6130,Anthony Donaldson,68,Male,116889,65,Single,Home,18,30,579.33,Yes,No,In-Store,High Value,Upper-Mid,Elder
6131,Brent Hodge,47,Female,100848,77,Single,Clothing,14,66,837.21,Yes,No,Online,Medium Value,Upper-Mid,Middle Age
6132,Ana Underwood,64,Male,104408,58,Single,Home,5,80,758.36,Yes,No,Online,Low Value,Upper-Mid,Elder
6133,Kenneth Thompson,31,Female,136047,35,Married,Clothing,8,67,919.88,No,Yes,Online,Medium Value,High,Young Adult
6134,Catherine Zimmerman,61,Male,64435,4,Single,Home,12,24,463.86,No,No,Online,Medium Value,Lower-Mid,Elder
6135,Angel Webb,28,Female,77758,54,Married,Groceries,13,19,535.78,Yes,Yes,In-Store,Low Value,Mid,Youth
6136,Danielle Cooper,27,Male,49261,67,Single,Sports,10,52,318.21,Yes,No,In-Store,Medium Value,Lower-Mid,Youth
6137,Jennifer Gonzalez,53,Female,111428,79,Single,Home,13,88,156.86,No,No,Online,Low Value,Upper-Mid,Senior
6138,Richard Colon,31,Female,99967,62,Single,Groceries,10,33,936.14,Yes,Yes,In-Store,High Value,Upper-Mid,Young Adult
6139,Thomas Mccormick,48,Male,59268,94,Single,Electronics,18,33,17.95,No,Yes,In-Store,High Value,Lower-Mid,Middle Age
6140,Debbie Bradley,58,Male,47967,57,Single,Groceries,4,70,883.31,Yes,Yes,In-Store,Low Value,Lower-Mid,Senior
6141,Lawrence Miller,36,Male,80124,49,Married,Groceries,10,51,222.92,Yes,No,In-Store,High Value,Mid,Young Adult
6142,Dale Wheeler,40,Male,43359,7,Single,Electronics,10,21,803.56,Yes,No,In-Store,Medium Value,Low,Middle Age
6143,Anthony Barnett,66,Female,49204,36,Single,Groceries,5,11,862.84,Yes,Yes,In-Store,High Value,Lower-Mid,Elder
6144,Phillip Ramos,56,Female,83441,75,Single,Clothing,6,50,599.69,Yes,Yes,In-Store,Medium Value,Mid,Senior
6145,Zachary Silva,47,Female,52739,73,Single,Clothing,14,42,78.68,No,No,Online,Low Value,Lower-Mid,Middle Age
6146,Olivia Johnson,51,Male,126848,15,Married,Sports,2,29,581.45,Yes,Yes,Online,Medium Value,High,Senior
6147,David Wright,64,Female,110695,41,Single,Electronics,19,44,348.75,Yes,Yes,Online,Medium Value,Upper-Mid,Elder
6148,Caleb Barton,69,Male,33850,25,Married,Clothing,18,34,879.71,No,Yes,In-Store,High Value,Low,Elder
6149,Robert Gardner,21,Male,54092,23,Married,Groceries,13,1,524.39,Yes,No,Online,Medium Value,Lower-Mid,Youth
6150,Andrew Hernandez,61,Female,33564,10,Married,Groceries,18,60,184.44,Yes,Yes,Online,Low Value,Low,Elder
6151,Kevin Wheeler,43,Female,133739,78,Single,Sports,15,65,53.74,Yes,Yes,In-Store,High Value,High,Middle Age
6152,Kyle Velez,61,Female,92163,55,Single,Groceries,11,65,368.87,No,No,Online,High Value,Mid,Elder
6153,Ian Travis,42,Female,127956,55,Married,Groceries,8,2,416.94,Yes,No,Online,High Value,High,Middle Age
6154,Natalie Walters MD,50,Male,119839,95,Married,Sports,12,93,814.33,Yes,Yes,In-Store,Low Value,Upper-Mid,Senior
6155,Bailey Cannon,29,Female,51958,99,Married,Sports,7,28,653.93,Yes,Yes,In-Store,Low Value,Lower-Mid,Young Adult
6156,Samuel Parsons,44,Male,120759,81,Single,Sports,8,88,520.64,No,Yes,Online,High Value,Upper-Mid,Middle Age
6157,Zachary Wilson,33,Female,137155,14,Married,Sports,19,34,865.92,No,No,In-Store,Low Value,High,Young Adult
6158,Savannah Johnson,30,Male,137347,3,Single,Clothing,19,70,93.15,No,Yes,Online,High Value,High,Young Adult
6159,Abigail Pena,64,Female,66598,4,Married,Sports,3,60,781.7,No,Yes,Online,Medium Value,Lower-Mid,Elder
6160,Kimberly Flores,64,Male,114676,50,Single,Electronics,6,30,922.14,No,No,Online,Low Value,Upper-Mid,Elder
6161,Kathryn Rogers,44,Female,45459,16,Married,Groceries,14,48,586.37,No,No,In-Store,Medium Value,Low,Middle Age
6162,Kelly Kelly,32,Female,63066,30,Single,Groceries,16,67,255.54,No,No,In-Store,High Value,Lower-Mid,Young Adult
6163,Miss Lisa Lewis,26,Male,143994,87,Married,Clothing,16,3,420.91,Yes,No,Online,Low Value,High,Youth
6164,Robert Knight DDS,34,Male,104631,13,Single,Electronics,13,86,806.75,Yes,No,In-Store,High Value,Upper-Mid,Young Adult
6165,Daniel Conley,23,Male,75241,85,Single,Home,18,78,592.15,Yes,No,In-Store,Medium Value,Mid,Youth
6166,David Thompson,37,Female,79226,87,Single,Home,6,1,117.94,Yes,No,In-Store,High Value,Mid,Young Adult
6167,Dr. Catherine Brown,33,Male,62027,79,Single,Home,11,97,69.67,No,No,Online,Low Value,Lower-Mid,Young Adult
6168,David Fleming,51,Female,83754,96,Married,Groceries,9,82,50.29,Yes,No,In-Store,Medium Value,Mid,Senior
6169,Corey Perry,25,Female,68741,41,Married,Clothing,13,2,870.16,No,Yes,Online,High Value,Lower-Mid,Youth
6170,Katelyn Miller,42,Male,134972,84,Single,Groceries,16,45,195.63,No,No,Online,High Value,High,Middle Age
6171,Rachel Brooks,46,Female,43862,74,Single,Clothing,10,40,151.14,Yes,Yes,Online,Medium Value,Low,Middle Age
6172,Thomas Roman,54,Female,127995,36,Married,Groceries,3,87,67.6,No,Yes,In-Store,Low Value,High,Senior
6173,Katherine Warner,67,Male,41117,100,Single,Electronics,6,21,543.46,No,Yes,In-Store,Medium Value,Low,Elder
6174,Alicia Rose,49,Female,101857,28,Married,Electronics,6,47,248.13,Yes,No,In-Store,Low Value,Upper-Mid,Senior
6175,Alicia Rodriguez,29,Female,136354,60,Single,Groceries,2,68,73.37,Yes,Yes,Online,High Value,High,Young Adult
6176,Carl Wilson,58,Male,117369,45,Married,Groceries,8,29,271.88,Yes,Yes,Online,Medium Value,Upper-Mid,Senior
6177,Kristen Wall DDS,58,Female,58919,45,Married,Clothing,8,67,902.49,No,No,In-Store,Medium Value,Lower-Mid,Senior
6178,Daniel Adams,40,Male,45267,90,Married,Electronics,2,40,708.46,Yes,Yes,Online,High Value,Low,Middle Age
6179,Lisa Dennis,67,Male,121265,54,Single,Home,16,63,21.81,Yes,No,In-Store,Medium Value,Upper-Mid,Elder
6180,Lori Weber,26,Female,50393,16,Single,Home,10,78,485.85,Yes,No,Online,High Value,Lower-Mid,Youth
6181,Stacey Neal,49,Female,41374,35,Married,Groceries,6,43,116.73,Yes,No,Online,High Value,Low,Senior
6182,Kathleen Williams,26,Female,135680,86,Married,Electronics,19,66,490.91,No,Yes,Online,Low Value,High,Youth
6183,David English,36,Male,76935,15,Single,Groceries,10,63,969.18,Yes,Yes,In-Store,High Value,Mid,Young Adult
6184,Kimberly Moore,26,Male,78016,44,Married,Home,1,52,353.62,Yes,Yes,Online,Low Value,Mid,Youth
6185,Daniel Bailey,41,Male,84901,58,Single,Clothing,16,52,736.93,No,Yes,Online,High Value,Mid,Middle Age
6186,Samantha Austin,56,Female,66642,81,Married,Groceries,7,1,80.63,No,No,In-Store,High Value,Lower-Mid,Senior
6187,James Jacobs,47,Male,116062,97,Married,Sports,19,52,728.25,No,Yes,Online,Low Value,Upper-Mid,Middle Age
6188,Timothy Christian,23,Male,109481,53,Single,Home,2,37,335.37,Yes,Yes,In-Store,Medium Value,Upper-Mid,Youth
6189,Michael Moore,20,Male,148566,55,Married,Sports,3,11,266.02,No,Yes,In-Store,Low Value,High,Youth
6190,Daryl Smith,61,Female,55312,20,Single,Clothing,17,53,174.69,No,No,In-Store,High Value,Lower-Mid,Elder
6191,Joshua Brown,38,Female,36302,82,Single,Home,2,50,748.57,Yes,No,Online,Medium Value,Low,Young Adult
6192,Heather Marsh,35,Male,44017,77,Married,Home,16,39,66.4,Yes,No,Online,High Value,Low,Young Adult
6193,William Fowler,52,Male,94400,2,Single,Clothing,14,60,461.45,No,No,In-Store,Low Value,Mid,Senior
6194,Christopher Andrews,69,Male,66221,43,Single,Home,17,49,239.16,Yes,No,Online,Low Value,Lower-Mid,Elder
6195,Samantha Burns,35,Female,135775,37,Single,Groceries,15,63,506.44,No,Yes,In-Store,Low Value,High,Young Adult
6196,Justin Murray,69,Male,59610,2,Married,Sports,10,4,451.45,Yes,Yes,Online,Medium Value,Lower-Mid,Elder
6197,Gary Blake,19,Female,92765,95,Married,Sports,14,36,44.65,Yes,Yes,Online,Low Value,Mid,Youth
6198,Kelly Petty,46,Male,126133,22,Married,Home,15,86,790.06,No,No,Online,Low Value,High,Middle Age
6199,Derrick Kelly,38,Male,63363,97,Married,Sports,19,77,657.24,Yes,Yes,In-Store,High Value,Lower-Mid,Young Adult
6200,Felicia Carrillo,51,Male,85216,92,Married,Home,3,44,675.87,No,Yes,Online,Medium Value,Mid,Senior
6201,Tommy Lopez,21,Male,104380,52,Married,Sports,4,68,930.76,Yes,No,Online,Low Value,Upper-Mid,Youth
6202,Lee Alexander,47,Female,125085,44,Married,Home,7,58,427.56,No,No,In-Store,Medium Value,High,Middle Age
6203,Jennifer Jackson,35,Male,56991,3,Single,Groceries,17,29,261.27,No,No,In-Store,High Value,Lower-Mid,Young Adult
6204,Mark Jackson,61,Male,46870,68,Single,Home,12,52,973.38,No,No,Online,Low Value,Lower-Mid,Elder
6205,Megan Ortiz,22,Female,116448,16,Single,Groceries,3,68,417.59,Yes,Yes,In-Store,Low Value,Upper-Mid,Youth
6206,Zachary Leon,58,Female,85828,70,Married,Sports,10,41,64.52,Yes,No,Online,Low Value,Mid,Senior
6207,James Ortega,57,Female,79755,97,Married,Groceries,9,93,139.6,No,No,Online,Low Value,Mid,Senior
6208,Keith Bryan,26,Female,83707,37,Single,Electronics,4,64,535.27,Yes,Yes,Online,High Value,Mid,Youth
6209,April Cohen,23,Female,21522,5,Single,Home,4,80,159.41,No,Yes,Online,Medium Value,Low,Youth
6210,Brandon Alexander,45,Male,55403,29,Single,Electronics,18,80,899.35,Yes,No,In-Store,Low Value,Lower-Mid,Middle Age
6211,Samantha Gray,26,Female,107434,4,Single,Electronics,18,49,107.16,No,No,In-Store,Medium Value,Upper-Mid,Youth
6212,Anthony Burke,53,Male,55458,70,Married,Home,16,28,726.96,Yes,No,Online,Low Value,Lower-Mid,Senior
6213,Nathan Thomas,64,Male,48175,51,Single,Groceries,1,82,352.67,No,Yes,In-Store,Low Value,Lower-Mid,Elder
6214,Victoria Smith,47,Female,143097,79,Married,Home,8,98,738.24,No,No,Online,High Value,High,Middle Age
6215,Dr. Tyler Yang,34,Male,108545,64,Married,Sports,7,75,882.1,Yes,Yes,In-Store,High Value,Upper-Mid,Young Adult
6216,Cheryl Barry,53,Male,75322,22,Married,Home,1,80,446.67,No,No,In-Store,High Value,Mid,Senior
6217,Antonio Clark,61,Male,145988,39,Married,Clothing,19,67,305.24,No,Yes,In-Store,Medium Value,High,Elder
6218,Amy Olsen,60,Male,31804,82,Single,Electronics,6,66,577.57,No,Yes,In-Store,High Value,Low,Elder
6219,Shannon Douglas,42,Female,31504,26,Married,Clothing,1,29,273.8,Yes,No,In-Store,Low Value,Low,Middle Age
6220,Nathan Mckee,23,Male,146222,70,Married,Electronics,19,29,354.98,Yes,No,In-Store,Low Value,High,Youth
6221,Grace Good,54,Male,52262,14,Single,Groceries,19,68,79.14,No,Yes,Online,Low Value,Lower-Mid,Senior
6222,Terry Taylor,31,Male,32418,36,Married,Home,7,5,280.99,No,No,Online,Medium Value,Low,Young Adult
6223,Jeffery Anderson,67,Female,70074,70,Married,Electronics,15,88,878.42,No,No,Online,Low Value,Lower-Mid,Elder
6224,Thomas Marks,51,Male,74285,59,Single,Electronics,15,17,350.92,Yes,No,In-Store,High Value,Mid,Senior
6225,Carlos Silva,24,Female,59183,5,Married,Home,7,66,210.42,Yes,Yes,In-Store,High Value,Lower-Mid,Youth
6226,Brett Gibson,42,Female,71380,8,Married,Groceries,19,26,800.61,No,Yes,Online,Medium Value,Lower-Mid,Middle Age
6227,Jody Reed,67,Male,31895,42,Single,Home,8,48,37.94,Yes,No,Online,Medium Value,Low,Elder
6228,Patrick Ashley,61,Female,24730,3,Married,Electronics,1,32,235.37,Yes,No,Online,Low Value,Low,Elder
6229,Mary Wagner,26,Male,50891,21,Single,Home,10,94,807.37,No,No,In-Store,High Value,Lower-Mid,Youth
6230,Anthony Freeman,40,Male,69835,36,Single,Sports,19,70,104.41,No,No,Online,Low Value,Lower-Mid,Middle Age
6231,Alexander Cunningham,45,Male,113917,69,Married,Electronics,4,75,363.35,Yes,Yes,Online,Medium Value,Upper-Mid,Middle Age
6232,Corey Cooper,48,Male,119410,37,Single,Electronics,14,17,845.34,No,Yes,In-Store,High Value,Upper-Mid,Middle Age
6233,Tracy Ray,25,Female,54080,53,Married,Clothing,10,55,204.23,No,No,Online,Low Value,Lower-Mid,Youth
6234,Sandra Reid,51,Female,23484,82,Single,Clothing,8,22,384.62,No,Yes,Online,Low Value,Low,Senior
6235,Daniel Bautista,45,Female,106672,47,Married,Clothing,8,88,923.77,No,No,In-Store,Low Value,Upper-Mid,Middle Age
6236,Robert Cole,19,Male,114975,46,Single,Electronics,17,87,988.03,No,Yes,Online,High Value,Upper-Mid,Youth
6237,Beverly Lowery,26,Male,136945,70,Married,Groceries,15,25,866.35,No,Yes,Online,Medium Value,High,Youth
6238,Keith Baker,65,Female,99748,20,Married,Groceries,6,12,185.08,Yes,No,In-Store,Low Value,Upper-Mid,Elder
